date,average_temperature,rainfall,weekend,holiday,price_per_kg,promo,demand,previous_days_demand
2011-12-27 10:29:20.613839,30.58472685635918,1.199290759407501,0,0,1.726258487008103,0,851.2766588737244,851.2766588737244
2011-12-28 10:29:20.613839,15.4650686212835,1.037626339563864,0,0,0.5764709401337891,0,906.8366256982849,851.2766588737244
2011-12-29 10:29:20.613839,10.786525222541337,5.656089170694659,0,0,2.5133278261686463,0,857.8954242770558,906.8366256982849
2011-12-30 10:29:20.613839,23.64815416797147,12.030936691012833,0,0,1.839224945116557,0,848.9610069892364,857.8954242770558
2011-12-31 10:29:20.613839,13.861390511387913,4.3038115595732265,1,0,1.531771948251493,0,1283.1282819690705,848.9610069892364
2012-01-01 10:29:20.613839,14.674082315677506,1.9792164584842529,1,0,0.5409116890342471,0,1368.189304319879,1283.1282819690705
2012-01-02 10:29:20.613839,20.55869234062945,8.717749361544199,0,0,0.9627212289287632,0,1067.4638232155985,1368.189304319879
2012-01-03 10:29:20.613839,25.138812487847655,4.470284193066657,0,0,1.309277771871674,0,945.614145018825,1067.4638232155985
2012-01-04 10:29:20.613839,22.30885280018967,5.119014043179736,0,0,0.8880814935015311,0,941.3223400835182,945.614145018825
2012-01-05 10:29:20.613839,26.102976692730103,4.805820681085046,0,0,2.238671632374483,0,886.1174878775262,941.3223400835182
2012-01-06 10:29:20.613839,32.82623697937525,1.391707940405754,0,0,2.243112440019373,0,884.943206358324,886.1174878775262
2012-01-07 10:29:20.613839,29.277602732211943,0.23467073042201952,1,0,0.5853511246562233,0,1278.117360455387,884.943206358324
2012-01-08 10:29:20.613839,17.209030485013248,1.2381627779696998,1,0,1.8766246737880574,0,1245.4638478777197,1278.117360455387
2012-01-09 10:29:20.613839,20.386033601349524,10.483500521234534,0,0,2.196173864460339,0,917.386603444339,1245.4638478777197
2012-01-10 10:29:20.613839,18.287260881604418,6.808138520001743,0,0,1.669776879432188,0,940.2185661889977,917.386603444339
2012-01-11 10:29:20.613839,19.158167368548924,4.865806333898898,0,0,0.980309978402458,1,1150.60233205879,940.2185661889977
2012-01-12 10:29:20.613839,17.804883447934753,2.566793627103869,0,0,2.079980041293174,0,878.922301503829,1150.60233205879
2012-01-13 10:29:20.613839,24.511146065573193,20.743010619484398,0,0,1.393268090235475,0,1003.2651836556698,878.922301503829
2012-01-14 10:29:20.613839,12.823793208510217,4.458842128758363,1,0,1.8814438028467486,0,1222.990542570633,1003.2651836556698
2012-01-15 10:29:20.613839,18.146871489687292,2.0613507398139155,1,0,2.6785410465216906,0,1148.8559072885262,1222.990542570633
2012-01-16 10:29:20.613839,31.31823682512207,4.846866812125214,0,0,1.834390588531641,0,922.5952644224557,1148.8559072885262
2012-01-17 10:29:20.613839,14.150638744238305,1.661859864938663,0,0,0.6977956522324056,0,973.0690387179616,922.5952644224557
